Day,Month,Year,Humidity9am,State,Suburb,location
6,7,2012,100,VIC,Watsonia,Banyule
7,7,2012,99,VIC,Watsonia,Banyule
8,7,2012,99,VIC,Watsonia,Banyule
9,7,2012,83,VIC,Watsonia,Banyule
10,7,2012,87,VIC,Watsonia,Banyule
11,7,2012,83,VIC,Watsonia,Banyule
12,7,2012,87,VIC,Watsonia,Banyule
13,7,2012,100,VIC,Watsonia,Banyule
14,7,2012,78,VIC,Watsonia,Banyule
15,7,2012,69,VIC,Watsonia,Banyule
16,7,2012,89,VIC,Watsonia,Banyule
17,7,2012,72,VIC,Watsonia,Banyule
18,7,2012,99,VIC,Watsonia,Banyule
19,7,2012,99,VIC,Watsonia,Banyule
20,7,2012,91,VIC,Watsonia,Banyule
21,7,2012,100,VIC,Watsonia,Banyule
22,7,2012,99,VIC,Watsonia,Banyule
23,7,2012,100,VIC,Watsonia,Banyule
24,7,2012,95,VIC,Watsonia,Banyule
25,7,2012,67,VIC,Watsonia,Banyule
26,7,2012,85,VIC,Watsonia,Banyule
27,7,2012,100,VIC,Watsonia,Banyule
28,7,2012,99,VIC,Watsonia,Banyule
29,7,2012,100,VIC,Watsonia,Banyule
30,7,2012,99,VIC,Watsonia,Banyule
31,7,2012,100,VIC,Watsonia,Banyule
1,8,2012,100,VIC,Watsonia,Banyule
2,8,2012,100,VIC,Watsonia,Banyule
3,8,2012,64,VIC,Watsonia,Banyule
4,8,2012,88,VIC,Watsonia,Banyule
5,8,2012,73,VIC,Watsonia,Banyule
6,8,2012,74,VIC,Watsonia,Banyule
7,8,2012,71,VIC,Watsonia,Banyule
8,8,2012,55,VIC,Watsonia,Banyule
9,8,2012,75,VIC,Watsonia,Banyule
10,8,2012,99,VIC,Watsonia,Banyule
11,8,2012,99,VIC,Watsonia,Banyule
12,8,2012,100,VIC,Watsonia,Banyule
13,8,2012,100,VIC,Watsonia,Banyule
14,8,2012,62,VIC,Watsonia,Banyule
15,8,2012,99,VIC,Watsonia,Banyule
16,8,2012,76,VIC,Watsonia,Banyule
17,8,2012,74,VIC,Watsonia,Banyule
18,8,2012,99,VIC,Watsonia,Banyule
19,8,2012,69,VIC,Watsonia,Banyule
20,8,2012,78,VIC,Watsonia,Banyule
21,8,2012,63,VIC,Watsonia,Banyule
22,8,2012,67,VIC,Watsonia,Banyule
23,8,2012,54,VIC,Watsonia,Banyule
24,8,2012,73,VIC,Watsonia,Banyule
25,8,2012,66,VIC,Watsonia,Banyule
26,8,2012,65,VIC,Watsonia,Banyule
27,8,2012,66,VIC,Watsonia,Banyule
28,8,2012,57,VIC,Watsonia,Banyule
29,8,2012,57,VIC,Watsonia,Banyule
30,8,2012,66,VIC,Watsonia,Banyule
31,8,2012,99,VIC,Watsonia,Banyule
1,9,2012,90,VIC,Watsonia,Banyule
2,9,2012,71,VIC,Watsonia,Banyule
3,9,2012,86,VIC,Watsonia,Banyule
4,9,2012,38,VIC,Watsonia,Banyule
5,9,2012,24,VIC,Watsonia,Banyule
6,9,2012,65,VIC,Watsonia,Banyule
7,9,2012,64,VIC,Watsonia,Banyule
8,9,2012,76,VIC,Watsonia,Banyule
9,9,2012,79,VIC,Watsonia,Banyule
10,9,2012,100,VIC,Watsonia,Banyule
11,9,2012,96,VIC,Watsonia,Banyule
12,9,2012,57,VIC,Watsonia,Banyule
13,9,2012,75,VIC,Watsonia,Banyule
14,9,2012,75,VIC,Watsonia,Banyule
15,9,2012,90,VIC,Watsonia,Banyule
16,9,2012,89,VIC,Watsonia,Banyule
17,9,2012,99,VIC,Watsonia,Banyule
18,9,2012,99,VIC,Watsonia,Banyule
19,9,2012,98,VIC,Watsonia,Banyule
20,9,2012,99,VIC,Watsonia,Banyule
21,9,2012,76,VIC,Watsonia,Banyule
22,9,2012,92,VIC,Watsonia,Banyule
23,9,2012,57,VIC,Watsonia,Banyule
24,9,2012,65,VIC,Watsonia,Banyule
25,9,2012,76,VIC,Watsonia,Banyule
26,9,2012,68,VIC,Watsonia,Banyule
27,9,2012,25,VIC,Watsonia,Banyule
28,9,2012,80,VIC,Watsonia,Banyule
29,9,2012,58,VIC,Watsonia,Banyule
30,9,2012,72,VIC,Watsonia,Banyule
1,10,2012,82,VIC,Watsonia,Banyule
2,10,2012,75,VIC,Watsonia,Banyule
3,10,2012,54,VIC,Watsonia,Banyule
4,10,2012,32,VIC,Watsonia,Banyule
5,10,2012,75,VIC,Watsonia,Banyule
6,10,2012,75,VIC,Watsonia,Banyule
7,10,2012,95,VIC,Watsonia,Banyule
8,10,2012,84,VIC,Watsonia,Banyule
9,10,2012,100,VIC,Watsonia,Banyule
10,10,2012,89,VIC,Watsonia,Banyule
11,10,2012,92,VIC,Watsonia,Banyule
12,10,2012,77,VIC,Watsonia,Banyule
13,10,2012,84,VIC,Watsonia,Banyule
14,10,2012,87,VIC,Watsonia,Banyule
15,10,2012,50,VIC,Watsonia,Banyule
16,10,2012,76,VIC,Watsonia,Banyule
17,10,2012,70,VIC,Watsonia,Banyule
18,10,2012,88,VIC,Watsonia,Banyule
19,10,2012,97,VIC,Watsonia,Banyule
20,10,2012,75,VIC,Watsonia,Banyule
21,10,2012,68,VIC,Watsonia,Banyule
22,10,2012,85,VIC,Watsonia,Banyule
23,10,2012,54,VIC,Watsonia,Banyule
24,10,2012,50,VIC,Watsonia,Banyule
25,10,2012,51,VIC,Watsonia,Banyule
26,10,2012,74,VIC,Watsonia,Banyule
27,10,2012,86,VIC,Watsonia,Banyule
28,10,2012,69,VIC,Watsonia,Banyule
29,10,2012,82,VIC,Watsonia,Banyule
30,10,2012,46,VIC,Watsonia,Banyule
31,10,2012,30,VIC,Watsonia,Banyule
1,11,2012,84,VIC,Watsonia,Banyule
2,11,2012,99,VIC,Watsonia,Banyule
3,11,2012,70,VIC,Watsonia,Banyule
4,11,2012,69,VIC,Watsonia,Banyule
5,11,2012,27,VIC,Watsonia,Banyule
6,11,2012,66,VIC,Watsonia,Banyule
7,11,2012,87,VIC,Watsonia,Banyule
8,11,2012,83,VIC,Watsonia,Banyule
9,11,2012,55,VIC,Watsonia,Banyule
10,11,2012,82,VIC,Watsonia,Banyule
11,11,2012,63,VIC,Watsonia,Banyule
12,11,2012,34,VIC,Watsonia,Banyule
13,11,2012,56,VIC,Watsonia,Banyule
14,11,2012,66,VIC,Watsonia,Banyule
15,11,2012,75,VIC,Watsonia,Banyule
16,11,2012,62,VIC,Watsonia,Banyule
17,11,2012,83,VIC,Watsonia,Banyule
18,11,2012,99,VIC,Watsonia,Banyule
19,11,2012,69,VIC,Watsonia,Banyule
20,11,2012,46,VIC,Watsonia,Banyule
21,11,2012,68,VIC,Watsonia,Banyule
22,11,2012,65,VIC,Watsonia,Banyule
23,11,2012,76,VIC,Watsonia,Banyule
24,11,2012,64,VIC,Watsonia,Banyule
25,11,2012,82,VIC,Watsonia,Banyule
26,11,2012,80,VIC,Watsonia,Banyule
27,11,2012,100,VIC,Watsonia,Banyule
28,11,2012,92,VIC,Watsonia,Banyule
29,11,2012,67,VIC,Watsonia,Banyule
30,11,2012,61,VIC,Watsonia,Banyule
1,12,2012,71.5,VIC,Watsonia,Banyule
2,12,2012,46,VIC,Watsonia,Banyule
3,12,2012,73.5,VIC,Watsonia,Banyule
4,12,2012,70.5,VIC,Watsonia,Banyule
5,12,2012,64.5,VIC,Watsonia,Banyule
6,12,2012,69.5,VIC,Watsonia,Banyule
7,12,2012,65.5,VIC,Watsonia,Banyule
8,12,2012,43,VIC,Watsonia,Banyule
9,12,2012,75,VIC,Watsonia,Banyule
10,12,2012,58,VIC,Watsonia,Banyule
11,12,2012,78.5,VIC,Watsonia,Banyule
12,12,2012,66,VIC,Watsonia,Banyule
13,12,2012,67,VIC,Watsonia,Banyule
14,12,2012,53.5,VIC,Watsonia,Banyule
15,12,2012,70.5,VIC,Watsonia,Banyule
16,12,2012,76.5,VIC,Watsonia,Banyule
17,12,2012,78.5,VIC,Watsonia,Banyule
18,12,2012,69.5,VIC,Watsonia,Banyule
19,12,2012,78,VIC,Watsonia,Banyule
20,12,2012,71.5,VIC,Watsonia,Banyule
21,12,2012,81,VIC,Watsonia,Banyule
22,12,2012,87.5,VIC,Watsonia,Banyule
23,12,2012,89,VIC,Watsonia,Banyule
24,12,2012,76,VIC,Watsonia,Banyule
25,12,2012,78.5,VIC,Watsonia,Banyule
26,12,2012,75,VIC,Watsonia,Banyule
27,12,2012,69.5,VIC,Watsonia,Banyule
28,12,2012,62,VIC,Watsonia,Banyule
29,12,2012,60,VIC,Watsonia,Banyule
30,12,2012,74,VIC,Watsonia,Banyule
31,12,2012,57,VIC,Watsonia,Banyule
1,1,2013,66,VIC,Watsonia,Banyule
2,1,2013,53,VIC,Watsonia,Banyule
3,1,2013,53,VIC,Watsonia,Banyule
4,1,2013,25,VIC,Watsonia,Banyule
5,1,2013,55,VIC,Watsonia,Banyule
6,1,2013,66,VIC,Watsonia,Banyule
7,1,2013,73,VIC,Watsonia,Banyule
8,1,2013,85,VIC,Watsonia,Banyule
9,1,2013,74,VIC,Watsonia,Banyule
10,1,2013,52,VIC,Watsonia,Banyule
11,1,2013,21,VIC,Watsonia,Banyule
12,1,2013,66,VIC,Watsonia,Banyule
13,1,2013,68,VIC,Watsonia,Banyule
14,1,2013,55,VIC,Watsonia,Banyule
15,1,2013,61,VIC,Watsonia,Banyule
16,1,2013,69,VIC,Watsonia,Banyule
17,1,2013,66,VIC,Watsonia,Banyule
18,1,2013,47,VIC,Watsonia,Banyule
19,1,2013,57,VIC,Watsonia,Banyule
20,1,2013,62,VIC,Watsonia,Banyule
21,1,2013,76,VIC,Watsonia,Banyule
22,1,2013,67,VIC,Watsonia,Banyule
23,1,2013,54,VIC,Watsonia,Banyule
24,1,2013,71,VIC,Watsonia,Banyule
25,1,2013,26,VIC,Watsonia,Banyule
26,1,2013,62,VIC,Watsonia,Banyule
27,1,2013,87,VIC,Watsonia,Banyule
28,1,2013,77,VIC,Watsonia,Banyule
29,1,2013,68,VIC,Watsonia,Banyule
30,1,2013,60,VIC,Watsonia,Banyule
31,1,2013,63,VIC,Watsonia,Banyule
1,2,2013,73,VIC,Watsonia,Banyule
2,2,2013,74.5,VIC,Watsonia,Banyule
3,2,2013,58,VIC,Watsonia,Banyule
4,2,2013,67.5,VIC,Watsonia,Banyule
5,2,2013,46,VIC,Watsonia,Banyule
6,2,2013,59,VIC,Watsonia,Banyule
7,2,2013,53.5,VIC,Watsonia,Banyule
8,2,2013,67,VIC,Watsonia,Banyule
9,2,2013,45.5,VIC,Watsonia,Banyule
10,2,2013,75,VIC,Watsonia,Banyule
11,2,2013,83,VIC,Watsonia,Banyule
12,2,2013,85.5,VIC,Watsonia,Banyule
13,2,2013,82.5,VIC,Watsonia,Banyule
14,2,2013,89.5,VIC,Watsonia,Banyule
15,2,2013,67,VIC,Watsonia,Banyule
16,2,2013,83.5,VIC,Watsonia,Banyule
17,2,2013,80,VIC,Watsonia,Banyule
18,2,2013,87,VIC,Watsonia,Banyule
19,2,2013,85,VIC,Watsonia,Banyule
20,2,2013,73,VIC,Watsonia,Banyule
21,2,2013,73,VIC,Watsonia,Banyule
22,2,2013,77.5,VIC,Watsonia,Banyule
23,2,2013,79.5,VIC,Watsonia,Banyule
24,2,2013,88,VIC,Watsonia,Banyule
25,2,2013,52.5,VIC,Watsonia,Banyule
26,2,2013,66,VIC,Watsonia,Banyule
27,2,2013,87,VIC,Watsonia,Banyule
28,2,2013,84.5,VIC,Watsonia,Banyule
1,3,2013,62,VIC,Watsonia,Banyule
2,3,2013,66,VIC,Watsonia,Banyule
3,3,2013,77,VIC,Watsonia,Banyule
4,3,2013,73,VIC,Watsonia,Banyule
5,3,2013,65,VIC,Watsonia,Banyule
6,3,2013,62,VIC,Watsonia,Banyule
7,3,2013,61,VIC,Watsonia,Banyule
8,3,2013,87,VIC,Watsonia,Banyule
9,3,2013,52,VIC,Watsonia,Banyule
10,3,2013,67,VIC,Watsonia,Banyule
11,3,2013,87,VIC,Watsonia,Banyule
12,3,2013,53,VIC,Watsonia,Banyule
13,3,2013,39,VIC,Watsonia,Banyule
14,3,2013,77,VIC,Watsonia,Banyule
15,3,2013,75,VIC,Watsonia,Banyule
16,3,2013,79,VIC,Watsonia,Banyule
17,3,2013,62,VIC,Watsonia,Banyule
18,3,2013,87,VIC,Watsonia,Banyule
19,3,2013,92,VIC,Watsonia,Banyule
20,3,2013,84,VIC,Watsonia,Banyule
21,3,2013,62,VIC,Watsonia,Banyule
22,3,2013,73,VIC,Watsonia,Banyule
23,3,2013,64,VIC,Watsonia,Banyule
24,3,2013,59,VIC,Watsonia,Banyule
25,3,2013,80,VIC,Watsonia,Banyule
26,3,2013,75,VIC,Watsonia,Banyule
27,3,2013,33,VIC,Watsonia,Banyule
28,3,2013,99,VIC,Watsonia,Banyule
29,3,2013,87,VIC,Watsonia,Banyule
30,3,2013,86,VIC,Watsonia,Banyule
31,3,2013,91,VIC,Watsonia,Banyule
1,4,2013,100,VIC,Watsonia,Banyule
2,4,2013,99,VIC,Watsonia,Banyule
3,4,2013,76,VIC,Watsonia,Banyule
4,4,2013,91,VIC,Watsonia,Banyule
5,4,2013,99,VIC,Watsonia,Banyule
6,4,2013,99,VIC,Watsonia,Banyule
7,4,2013,68,VIC,Watsonia,Banyule
8,4,2013,86,VIC,Watsonia,Banyule
9,4,2013,100,VIC,Watsonia,Banyule
10,4,2013,97,VIC,Watsonia,Banyule
11,4,2013,96,VIC,Watsonia,Banyule
12,4,2013,99,VIC,Watsonia,Banyule
13,4,2013,42,VIC,Watsonia,Banyule
14,4,2013,77,VIC,Watsonia,Banyule
15,4,2013,100,VIC,Watsonia,Banyule
16,4,2013,100,VIC,Watsonia,Banyule
17,4,2013,99,VIC,Watsonia,Banyule
18,4,2013,100,VIC,Watsonia,Banyule
19,4,2013,61,VIC,Watsonia,Banyule
20,4,2013,76,VIC,Watsonia,Banyule
21,4,2013,85,VIC,Watsonia,Banyule
22,4,2013,99,VIC,Watsonia,Banyule
23,4,2013,84,VIC,Watsonia,Banyule
24,4,2013,57,VIC,Watsonia,Banyule
25,4,2013,81,VIC,Watsonia,Banyule
26,4,2013,72,VIC,Watsonia,Banyule
27,4,2013,62,VIC,Watsonia,Banyule
28,4,2013,39,VIC,Watsonia,Banyule
29,4,2013,85,VIC,Watsonia,Banyule
30,4,2013,96,VIC,Watsonia,Banyule
1,5,2013,93,VIC,Watsonia,Banyule
2,5,2013,100,VIC,Watsonia,Banyule
3,5,2013,49,VIC,Watsonia,Banyule
4,5,2013,64,VIC,Watsonia,Banyule
5,5,2013,67,VIC,Watsonia,Banyule
6,5,2013,89,VIC,Watsonia,Banyule
7,5,2013,94,VIC,Watsonia,Banyule
8,5,2013,79,VIC,Watsonia,Banyule
9,5,2013,68,VIC,Watsonia,Banyule
10,5,2013,94,VIC,Watsonia,Banyule
11,5,2013,72,VIC,Watsonia,Banyule
12,5,2013,43,VIC,Watsonia,Banyule
13,5,2013,64,VIC,Watsonia,Banyule
14,5,2013,76,VIC,Watsonia,Banyule
15,5,2013,81,VIC,Watsonia,Banyule
16,5,2013,76,VIC,Watsonia,Banyule
17,5,2013,99,VIC,Watsonia,Banyule
18,5,2013,92,VIC,Watsonia,Banyule
19,5,2013,84,VIC,Watsonia,Banyule
20,5,2013,81,VIC,Watsonia,Banyule
21,5,2013,99,VIC,Watsonia,Banyule
22,5,2013,99,VIC,Watsonia,Banyule
23,5,2013,100,VIC,Watsonia,Banyule
24,5,2013,100,VIC,Watsonia,Banyule
25,5,2013,98,VIC,Watsonia,Banyule
26,5,2013,77,VIC,Watsonia,Banyule
27,5,2013,100,VIC,Watsonia,Banyule
28,5,2013,100,VIC,Watsonia,Banyule
29,5,2013,79,VIC,Watsonia,Banyule
30,5,2013,77,VIC,Watsonia,Banyule
31,5,2013,88,VIC,Watsonia,Banyule
1,6,2013,100,VIC,Watsonia,Banyule
2,6,2013,100,VIC,Watsonia,Banyule
3,6,2013,91,VIC,Watsonia,Banyule
4,6,2013,100,VIC,Watsonia,Banyule
5,6,2013,84,VIC,Watsonia,Banyule
6,6,2013,71,VIC,Watsonia,Banyule
7,6,2013,86,VIC,Watsonia,Banyule
8,6,2013,100,VIC,Watsonia,Banyule
9,6,2013,99,VIC,Watsonia,Banyule
10,6,2013,86,VIC,Watsonia,Banyule
11,6,2013,73,VIC,Watsonia,Banyule
12,6,2013,100,VIC,Watsonia,Banyule
13,6,2013,100,VIC,Watsonia,Banyule
14,6,2013,99,VIC,Watsonia,Banyule
15,6,2013,93,VIC,Watsonia,Banyule
16,6,2013,100,VIC,Watsonia,Banyule
17,6,2013,100,VIC,Watsonia,Banyule
18,6,2013,100,VIC,Watsonia,Banyule
19,6,2013,100,VIC,Watsonia,Banyule
20,6,2013,100,VIC,Watsonia,Banyule
21,6,2013,99,VIC,Watsonia,Banyule
22,6,2013,99,VIC,Watsonia,Banyule
23,6,2013,100,VIC,Watsonia,Banyule
24,6,2013,100,VIC,Watsonia,Banyule
25,6,2013,86.5,VIC,Watsonia,Banyule
26,6,2013,100,VIC,Watsonia,Banyule
27,6,2013,99,VIC,Watsonia,Banyule
28,6,2013,100,VIC,Watsonia,Banyule
29,6,2013,70.5,VIC,Watsonia,Banyule
30,6,2013,83,VIC,Watsonia,Banyule
1,7,2013,78,VIC,Watsonia,Banyule
2,7,2013,79,VIC,Watsonia,Banyule
3,7,2013,75,VIC,Watsonia,Banyule
4,7,2013,65,VIC,Watsonia,Banyule
5,7,2013,62,VIC,Watsonia,Banyule
6,7,2013,82,VIC,Watsonia,Banyule
7,7,2013,99,VIC,Watsonia,Banyule
8,7,2013,100,VIC,Watsonia,Banyule
9,7,2013,100,VIC,Watsonia,Banyule
10,7,2013,99,VIC,Watsonia,Banyule
11,7,2013,99,VIC,Watsonia,Banyule
12,7,2013,100,VIC,Watsonia,Banyule
13,7,2013,97,VIC,Watsonia,Banyule
14,7,2013,81,VIC,Watsonia,Banyule
15,7,2013,97,VIC,Watsonia,Banyule
16,7,2013,100,VIC,Watsonia,Banyule
17,7,2013,100,VIC,Watsonia,Banyule
18,7,2013,68,VIC,Watsonia,Banyule
19,7,2013,76,VIC,Watsonia,Banyule
20,7,2013,90,VIC,Watsonia,Banyule
21,7,2013,82,VIC,Watsonia,Banyule
22,7,2013,83,VIC,Watsonia,Banyule
23,7,2013,100,VIC,Watsonia,Banyule
24,7,2013,66,VIC,Watsonia,Banyule
25,7,2013,99,VIC,Watsonia,Banyule
26,7,2013,97,VIC,Watsonia,Banyule
27,7,2013,84,VIC,Watsonia,Banyule
28,7,2013,49,VIC,Watsonia,Banyule
29,7,2013,81,VIC,Watsonia,Banyule
30,7,2013,99,VIC,Watsonia,Banyule
31,7,2013,100,VIC,Watsonia,Banyule
1,8,2013,88,VIC,Watsonia,Banyule
2,8,2013,54,VIC,Watsonia,Banyule
3,8,2013,71,VIC,Watsonia,Banyule
4,8,2013,76,VIC,Watsonia,Banyule
5,8,2013,77,VIC,Watsonia,Banyule
6,8,2013,71,VIC,Watsonia,Banyule
7,8,2013,81,VIC,Watsonia,Banyule
8,8,2013,100,VIC,Watsonia,Banyule
9,8,2013,99,VIC,Watsonia,Banyule
10,8,2013,76,VIC,Watsonia,Banyule
11,8,2013,75,VIC,Watsonia,Banyule
12,8,2013,73,VIC,Watsonia,Banyule
13,8,2013,61,VIC,Watsonia,Banyule
14,8,2013,64,VIC,Watsonia,Banyule
15,8,2013,71,VIC,Watsonia,Banyule
16,8,2013,62,VIC,Watsonia,Banyule
17,8,2013,70,VIC,Watsonia,Banyule
18,8,2013,66,VIC,Watsonia,Banyule
19,8,2013,64,VIC,Watsonia,Banyule
20,8,2013,74,VIC,Watsonia,Banyule
21,8,2013,71,VIC,Watsonia,Banyule
22,8,2013,67,VIC,Watsonia,Banyule
23,8,2013,82,VIC,Watsonia,Banyule
24,8,2013,95,VIC,Watsonia,Banyule
25,8,2013,61,VIC,Watsonia,Banyule
26,8,2013,75,VIC,Watsonia,Banyule
27,8,2013,97,VIC,Watsonia,Banyule
28,8,2013,91,VIC,Watsonia,Banyule
29,8,2013,52,VIC,Watsonia,Banyule
30,8,2013,68,VIC,Watsonia,Banyule
31,8,2013,94,VIC,Watsonia,Banyule
1,9,2013,45,VIC,Watsonia,Banyule
2,9,2013,85,VIC,Watsonia,Banyule
3,9,2013,100,VIC,Watsonia,Banyule
4,9,2013,55,VIC,Watsonia,Banyule
5,9,2013,55,VIC,Watsonia,Banyule
6,9,2013,100,VIC,Watsonia,Banyule
7,9,2013,69,VIC,Watsonia,Banyule
8,9,2013,100,VIC,Watsonia,Banyule
9,9,2013,31,VIC,Watsonia,Banyule
10,9,2013,79,VIC,Watsonia,Banyule
11,9,2013,63,VIC,Watsonia,Banyule
12,9,2013,99,VIC,Watsonia,Banyule
13,9,2013,67,VIC,Watsonia,Banyule
14,9,2013,77,VIC,Watsonia,Banyule
15,9,2013,87,VIC,Watsonia,Banyule
16,9,2013,82,VIC,Watsonia,Banyule
17,9,2013,87,VIC,Watsonia,Banyule
18,9,2013,80,VIC,Watsonia,Banyule
19,9,2013,76,VIC,Watsonia,Banyule
20,9,2013,84,VIC,Watsonia,Banyule
21,9,2013,100,VIC,Watsonia,Banyule
22,9,2013,88,VIC,Watsonia,Banyule
23,9,2013,77,VIC,Watsonia,Banyule
24,9,2013,39,VIC,Watsonia,Banyule
25,9,2013,54,VIC,Watsonia,Banyule
26,9,2013,62,VIC,Watsonia,Banyule
27,9,2013,54,VIC,Watsonia,Banyule
28,9,2013,59,VIC,Watsonia,Banyule
29,9,2013,58,VIC,Watsonia,Banyule
30,9,2013,35,VIC,Watsonia,Banyule
1,10,2013,77,VIC,Watsonia,Banyule
2,10,2013,60,VIC,Watsonia,Banyule
3,10,2013,93,VIC,Watsonia,Banyule
4,10,2013,67,VIC,Watsonia,Banyule
5,10,2013,43,VIC,Watsonia,Banyule
6,10,2013,70,VIC,Watsonia,Banyule
7,10,2013,99,VIC,Watsonia,Banyule
8,10,2013,82,VIC,Watsonia,Banyule
9,10,2013,49,VIC,Watsonia,Banyule
10,10,2013,91,VIC,Watsonia,Banyule
11,10,2013,75,VIC,Watsonia,Banyule
12,10,2013,56,VIC,Watsonia,Banyule
13,10,2013,81,VIC,Watsonia,Banyule
14,10,2013,80,VIC,Watsonia,Banyule
15,10,2013,65,VIC,Watsonia,Banyule
16,10,2013,38,VIC,Watsonia,Banyule
17,10,2013,65,VIC,Watsonia,Banyule
18,10,2013,55,VIC,Watsonia,Banyule
19,10,2013,29,VIC,Watsonia,Banyule
20,10,2013,31,VIC,Watsonia,Banyule
21,10,2013,99,VIC,Watsonia,Banyule
22,10,2013,81,VIC,Watsonia,Banyule
23,10,2013,100,VIC,Watsonia,Banyule
24,10,2013,70,VIC,Watsonia,Banyule
25,10,2013,69,VIC,Watsonia,Banyule
26,10,2013,74,VIC,Watsonia,Banyule
27,10,2013,88,VIC,Watsonia,Banyule
28,10,2013,97,VIC,Watsonia,Banyule
29,10,2013,63,VIC,Watsonia,Banyule
30,10,2013,77,VIC,Watsonia,Banyule
31,10,2013,72,VIC,Watsonia,Banyule
1,11,2013,79,VIC,Watsonia,Banyule
2,11,2013,70,VIC,Watsonia,Banyule
3,11,2013,59,VIC,Watsonia,Banyule
4,11,2013,64,VIC,Watsonia,Banyule
5,11,2013,74,VIC,Watsonia,Banyule
6,11,2013,53,VIC,Watsonia,Banyule
7,11,2013,31,VIC,Watsonia,Banyule
8,11,2013,99,VIC,Watsonia,Banyule
9,11,2013,88,VIC,Watsonia,Banyule
10,11,2013,57,VIC,Watsonia,Banyule
11,11,2013,62,VIC,Watsonia,Banyule
12,11,2013,72,VIC,Watsonia,Banyule
13,11,2013,100,VIC,Watsonia,Banyule
14,11,2013,88,VIC,Watsonia,Banyule
15,11,2013,92,VIC,Watsonia,Banyule
16,11,2013,77,VIC,Watsonia,Banyule
17,11,2013,86,VIC,Watsonia,Banyule
18,11,2013,84,VIC,Watsonia,Banyule
19,11,2013,32,VIC,Watsonia,Banyule
20,11,2013,79,VIC,Watsonia,Banyule
21,11,2013,89,VIC,Watsonia,Banyule
22,11,2013,76,VIC,Watsonia,Banyule
23,11,2013,100,VIC,Watsonia,Banyule
24,11,2013,100,VIC,Watsonia,Banyule
25,11,2013,64,VIC,Watsonia,Banyule
26,11,2013,75,VIC,Watsonia,Banyule
27,11,2013,64,VIC,Watsonia,Banyule
28,11,2013,38,VIC,Watsonia,Banyule
29,11,2013,71,VIC,Watsonia,Banyule
30,11,2013,72,VIC,Watsonia,Banyule
1,12,2013,76,VIC,Watsonia,Banyule
2,12,2013,27,VIC,Watsonia,Banyule
3,12,2013,72,VIC,Watsonia,Banyule
4,12,2013,77,VIC,Watsonia,Banyule
5,12,2013,64,VIC,Watsonia,Banyule
6,12,2013,71,VIC,Watsonia,Banyule
7,12,2013,64,VIC,Watsonia,Banyule
8,12,2013,37,VIC,Watsonia,Banyule
9,12,2013,100,VIC,Watsonia,Banyule
10,12,2013,54,VIC,Watsonia,Banyule
11,12,2013,58,VIC,Watsonia,Banyule
12,12,2013,65,VIC,Watsonia,Banyule
13,12,2013,72,VIC,Watsonia,Banyule
14,12,2013,54,VIC,Watsonia,Banyule
15,12,2013,64,VIC,Watsonia,Banyule
16,12,2013,76,VIC,Watsonia,Banyule
17,12,2013,93,VIC,Watsonia,Banyule
18,12,2013,91,VIC,Watsonia,Banyule
19,12,2013,64,VIC,Watsonia,Banyule
20,12,2013,60,VIC,Watsonia,Banyule
21,12,2013,81,VIC,Watsonia,Banyule
22,12,2013,100,VIC,Watsonia,Banyule
23,12,2013,99,VIC,Watsonia,Banyule
24,12,2013,61,VIC,Watsonia,Banyule
25,12,2013,72,VIC,Watsonia,Banyule
26,12,2013,57,VIC,Watsonia,Banyule
27,12,2013,75,VIC,Watsonia,Banyule
28,12,2013,62,VIC,Watsonia,Banyule
29,12,2013,52,VIC,Watsonia,Banyule
30,12,2013,59,VIC,Watsonia,Banyule
31,12,2013,65,VIC,Watsonia,Banyule
1,1,2014,51,VIC,Watsonia,Banyule
2,1,2014,66,VIC,Watsonia,Banyule
3,1,2014,74,VIC,Watsonia,Banyule
4,1,2014,58,VIC,Watsonia,Banyule
5,1,2014,51,VIC,Watsonia,Banyule
6,1,2014,56,VIC,Watsonia,Banyule
7,1,2014,52,VIC,Watsonia,Banyule
8,1,2014,68,VIC,Watsonia,Banyule
9,1,2014,65,VIC,Watsonia,Banyule
10,1,2014,46,VIC,Watsonia,Banyule
11,1,2014,85,VIC,Watsonia,Banyule
12,1,2014,71,VIC,Watsonia,Banyule
13,1,2014,84,VIC,Watsonia,Banyule
14,1,2014,37,VIC,Watsonia,Banyule
15,1,2014,31,VIC,Watsonia,Banyule
16,1,2014,41,VIC,Watsonia,Banyule
17,1,2014,16,VIC,Watsonia,Banyule
18,1,2014,72,VIC,Watsonia,Banyule
19,1,2014,59,VIC,Watsonia,Banyule
20,1,2014,72,VIC,Watsonia,Banyule
21,1,2014,69,VIC,Watsonia,Banyule
22,1,2014,63,VIC,Watsonia,Banyule
23,1,2014,66,VIC,Watsonia,Banyule
24,1,2014,90,VIC,Watsonia,Banyule
25,1,2014,52,VIC,Watsonia,Banyule
26,1,2014,60,VIC,Watsonia,Banyule
27,1,2014,40,VIC,Watsonia,Banyule
28,1,2014,26,VIC,Watsonia,Banyule
29,1,2014,99,VIC,Watsonia,Banyule
30,1,2014,76,VIC,Watsonia,Banyule
31,1,2014,77,VIC,Watsonia,Banyule
1,2,2014,80,VIC,Watsonia,Banyule
2,2,2014,71,VIC,Watsonia,Banyule
3,2,2014,38,VIC,Watsonia,Banyule
4,2,2014,63,VIC,Watsonia,Banyule
